Airline,Airline ID,Source airport ID,Source airport ,Destination airport ID,Destination airport ,Codeshare,Stops,Equipment,Price,Source,Destination,Date_of_Journey
IndiGo,8I,3534,CCS,2851,AUA,2895,0,M82,4804,Kolkata,Banglore,24/05/2019
Multiple carriers,8I,3534,MIA,3576,AUA,2895,0,M82,13377,Delhi,Cochin,27/05/2019
Jet Airways,8I,3534,VLN,2868,AUA,2895,0,M82,12898,Delhi,Cochin,27/05/2019
Air Asia,8L,2942,BAV,6346,XIY,3379,0,738,4409,Kolkata,Banglore,1/06/2019
Air Asia,8L,2942,CGO,3375,KMG,3382,0,320 738 737,8759,Delhi,Cochin,1/06/2019
Air India,8L,2942,CGO,3375,LJG,4033,0,319 321,10394,Banglore,New Delhi,03/03/2019
IndiGo,8L,2942,CKG,3393,KMG,3382,0,738,3858,Chennai,Kolkata,18/03/2019
Air Asia,8L,2942,CKG,3393,LJG,4033,0,321,6253,Delhi,Cochin,15/06/2019
Jet Airways,8L,2942,CKG,3393,XUZ,4149,0,738,15129,Delhi,Cochin,27/05/2019
GoAir,8L,2942,CSX,3371,FOC,3385,0,738,4773,Kolkata,Banglore,24/03/2019
Jet Airways,8L,2942,CSX,3371,KMG,3382,0,738,9663,Kolkata,Banglore,21/05/2019
Jet Airways,8L,2942,CSX,3371,LJG,4033,0,321 319,12692,Kolkata,Banglore,12/06/2019
IndiGo,8L,2942,CSX,3371,NKG,3388,0,321,3943,Banglore,Delhi,6/06/2019
Jet Airways,8L,2942,CTU,3395,JZH,4301,0,737,10703,Kolkata,Banglore,12/05/2019
IndiGo,8L,2942,CTU,3395,KMG,3382,0,321 737,8784,Delhi,Cochin,27/03/2019
Multiple carriers,8L,2942,CTU,3395,TCZ,7862,0,737,11622,Delhi,Cochin,9/06/2019
IndiGo,8L,2942,CTU,3395,TSN,3368,0,737,5277,Chennai,Kolkata,24/05/2019
Air Asia,8L,2942,DIG,6375,KMG,3382,0,737,8327,Delhi,Cochin,21/05/2019
IndiGo,8L,2942,DLC,3404,TSN,3368,0,737,6885,Delhi,Cochin,9/03/2019
Jet Airways,8L,2942,DLC,3404,WUH,3376,0,737,8016,Banglore,Delhi,12/06/2019
IndiGo,8L,2942,DLU,4054,JHG,3381,0,737,10112,Delhi,Cochin,1/06/2019
IndiGo,8L,2942,DLU,4054,KMG,3382,0,737,14871,Delhi,Cochin,6/03/2019
Jet Airways,8L,2942,FOC,3385,CSX,3371,0,738,10262,Delhi,Cochin,9/06/2019
Jet Airways,8L,2942,FOC,3385,NNG,3373,0,738,2470,Mumbai,Hyderabad,24/03/2019
Air India,8L,2942,HAK,4120,KMG,3382,0,738,11622,Delhi,Cochin,9/03/2019
Vistara,8L,2942,HET,6345,TYN,3369,0,321,8662,Kolkata,Banglore,6/05/2019
Air India,8L,2942,HFE,3389,KMG,3382,0,738,11972,Delhi,Cochin,24/06/2019
Jet Airways,8L,2942,HFE,3389,LJG,4033,0,319,11992,Delhi,Cochin,6/06/2019
Jet Airways,8L,2942,HFE,3389,PVG,3406,0,319,12373,Delhi,Cochin,18/05/2019
Multiple carriers,8L,2942,HGH,3386,KMG,3382,0,737,7198,Delhi,Cochin,1/06/2019
Jet Airways,8L,2942,HGH,3386,KOW,6379,0,321,14714,Delhi,Cochin,15/06/2019
IndiGo,8L,2942,JHG,3381,DLU,4054,0,737,6316,Delhi,Cochin,9/06/2019
Air India,8L,2942,JHG,3381,KMG,3382,0,737,5998,Delhi,Cochin,27/03/2019
Jet Airways,8L,2942,JHG,3381,LJG,4033,0,737,13044,Kolkata,Banglore,12/06/2019
Multiple carriers,8L,2942,JZH,4301,CTU,3395,0,737,9646,Delhi,Cochin,12/06/2019
Air Asia,8L,2942,KMG,3382,CGO,3375,0,320 738 737,6451,Delhi,Cochin,27/06/2019
GoAir,8L,2942,KMG,3382,CKG,3393,0,738,5281,Delhi,Cochin,24/06/2019
Jet Airways,8L,2942,KMG,3382,CSX,3371,0,738,2228,Mumbai,Hyderabad,1/05/2019
IndiGo,8L,2942,KMG,3382,CTU,3395,0,321 737,3943,Banglore,Delhi,1/06/2019
Air India,8L,2942,KMG,3382,DIG,6375,0,737,11753,Delhi,Cochin,15/06/2019
Jet Airways,8L,2942,KMG,3382,DLU,4054,0,737,12819,Delhi,Cochin,24/06/2019
Jet Airways,8L,2942,KMG,3382,HAK,4120,0,738,8728,Delhi,Cochin,21/03/2019
SpiceJet,8L,2942,KMG,3382,HFE,3389,0,738,4812,Delhi,Cochin,9/05/2019
Jet Airways,8L,2942,KMG,3382,HGH,3386,0,737,14151,Kolkata,Banglore,1/05/2019
Vistara,8L,2942,KMG,3382,JHG,3381,0,737,8452,Kolkata,Banglore,1/05/2019
IndiGo,8L,2942,KMG,3382,KOW,6379,0,321,6762,Kolkata,Banglore,24/03/2019
Jet Airways,8L,2942,KMG,3382,KWE,3394,0,737 321,13817,Banglore,New Delhi,12/03/2019
Jet Airways,8L,2942,KMG,3382,KWL,3372,0,738,12898,Delhi,Cochin,21/05/2019
IndiGo,8L,2942,KMG,3382,LHW,3378,0,737,3480,Kolkata,Banglore,6/04/2019
Jet Airways,8L,2942,KMG,3382,LJG,4033,0,319 321,27992,Banglore,New Delhi,01/03/2019
Jet Airways,8L,2942,KMG,3382,LUM,6376,0,737,7791,Delhi,Cochin,21/03/2019
Air India,8L,2942,KMG,3382,NNG,3373,0,738,5704,Delhi,Cochin,21/03/2019
IndiGo,8L,2942,KMG,3382,PEK,3364,0,738 737 321,5268,Kolkata,Banglore,21/05/2019
GoAir,8L,2942,KMG,3382,PVG,3406,0,738,3898,Banglore,Delhi,6/06/2019
SpiceJet,8L,2942,KMG,3382,SYM,6377,0,737,3847,Kolkata,Banglore,15/03/2019
Multiple carriers,8L,2942,KMG,3382,SYX,4030,0,321 737,10877,Delhi,Cochin,12/06/2019
Multiple carriers,8L,2942,KMG,3382,TCZ,7862,0,737,8371,Delhi,Cochin,9/04/2019
Multiple carriers,8L,2942,KMG,3382,TNA,4108,0,738,7038,Delhi,Cochin,6/06/2019
Jet Airways,8L,2942,KMG,3382,TYN,3369,0,321,14571,Kolkata,Banglore,9/06/2019
Jet Airways,8L,2942,KMG,3382,WUH,3376,0,738 737 321,11841,Kolkata,Banglore,9/06/2019
Jet Airways,8L,2942,KMG,3382,XIY,3379,0,738,15129,Delhi,Cochin,18/05/2019
SpiceJet,8L,2942,KMG,3382,XNN,6366,0,738,3841,Kolkata,Banglore,15/06/2019
Jet Airways,8L,2942,KMG,3382,YIC,9107,0,738,10262,Delhi,Cochin,24/06/2019
Air India,8L,2942,KMG,3382,YIH,6361,0,738,4460,Kolkata,Banglore,6/04/2019
IndiGo,8L,2942,KOW,6379,HGH,3386,0,321,7648,Banglore,New Delhi,03/03/2019
Vistara,8L,2942,KOW,6379,KMG,3382,0,321,8610,Kolkata,Banglore,6/06/2019
IndiGo,8L,2942,KWE,3394,KMG,3382,0,737 321,3597,Chennai,Kolkata,18/06/2019
IndiGo,8L,2942,KWE,3394,LJG,4033,0,319,6442,Delhi,Cochin,24/06/2019
IndiGo,8L,2942,KWE,3394,NKG,3388,0,737,12351,Delhi,Cochin,9/03/2019
Multiple carriers,8L,2942,KWE,3394,SIN,3316,0,321,14067,Delhi,Cochin,21/05/2019
IndiGo,8L,2942,KWE,3394,XUZ,4149,0,319,4823,Banglore,Delhi,15/05/2019
Vistara,8L,2942,KWL,3372,KMG,3382,0,738,12102,Kolkata,Banglore,24/03/2019
Jet Airways,8L,2942,KWL,3372,XMN,3383,0,738,8040,Mumbai,Hyderabad,24/05/2019
IndiGo,8L,2942,LHW,3378,KMG,3382,0,737,7648,Banglore,New Delhi,03/03/2019
IndiGo,8L,2942,LHW,3378,URC,3399,0,737,6582,Delhi,Cochin,9/05/2019
Vistara,8L,2942,LJG,4033,CGO,3375,0,319 321,4668,Banglore,Delhi,12/06/2019
IndiGo,8L,2942,LJG,4033,CKG,3393,0,321,4823,Banglore,Delhi,1/04/2019
SpiceJet,8L,2942,LJG,4033,CSX,3371,0,321 319,3873,Kolkata,Banglore,1/05/2019
Multiple carriers,8L,2942,LJG,4033,HFE,3389,0,319,8476,Delhi,Cochin,18/05/2019
IndiGo,8L,2942,LJG,4033,JHG,3381,0,737,5636,Delhi,Cochin,27/05/2019
Jet Airways,8L,2942,LJG,4033,KMG,3382,0,321 319,8586,Kolkata,Banglore,12/05/2019
IndiGo,8L,2942,LJG,4033,KWE,3394,0,319,4823,Banglore,Delhi,6/06/2019
Air India,8L,2942,LJG,4033,NGB,3387,0,319,6881,Delhi,Cochin,6/03/2019
Jet Airways,8L,2942,LJG,4033,NKG,3388,0,319,10844,Kolkata,Banglore,9/05/2019
IndiGo,8L,2942,LJG,4033,SZX,3374,0,321,4226,Kolkata,Banglore,24/04/2019
Jet Airways,8L,2942,LJG,4033,TYN,3369,0,319,12373,Delhi,Cochin,9/05/2019
Air India,8L,2942,LJG,4033,WUH,3376,0,321,10697,Kolkata,Banglore,6/06/2019
Jet Airways,8L,2942,LJG,4033,XIY,3379,0,321,4995,Mumbai,Hyderabad,3/06/2019
Air India,8L,2942,LUM,6376,KMG,3382,0,737,9443,Delhi,Cochin,24/06/2019
Jet Airways,8L,2942,LUM,6376,PEK,3364,0,737,13029,Delhi,Cochin,18/05/2019
Jet Airways,8L,2942,NGB,3387,LJG,4033,0,319,12347,Delhi,Cochin,21/03/2019
Multiple carriers,8L,2942,NGB,3387,YIH,6361,0,738,7408,Delhi,Cochin,9/06/2019
Jet Airways,8L,2942,NKG,3388,CSX,3371,0,321,7064,Kolkata,Banglore,1/04/2019
Jet Airways,8L,2942,NKG,3388,KWE,3394,0,737,13843,Delhi,Cochin,6/03/2019
IndiGo,8L,2942,NKG,3388,LJG,4033,0,319,4174,Kolkata,Banglore,12/04/2019
Multiple carriers,8L,2942,NNG,3373,FOC,3385,0,738,16294,Delhi,Cochin,15/05/2019
SpiceJet,8L,2942,NNG,3373,KMG,3382,0,738,3841,Kolkata,Banglore,18/05/2019
IndiGo,8L,2942,PEK,3364,KMG,3382,0,738 737,4423,Banglore,Delhi,15/06/2019
Air India,8L,2942,PEK,3364,LUM,6376,0,737,5201,Delhi,Cochin,12/06/2019
Air India,8L,2942,PVG,3406,HFE,3389,0,319,12599,Banglore,New Delhi,03/03/2019
IndiGo,8L,2942,PVG,3406,KMG,3382,0,738,4049,Mumbai,Hyderabad,21/05/2019
Air India,8L,2942,SHA,3391,YIC,9107,0,738,12797,Kolkata,Banglore,24/05/2019
Jet Airways,8L,2942,SIN,3316,KWE,3394,0,321,13067,Kolkata,Banglore,24/05/2019
Vistara,8L,2942,SYM,6377,KMG,3382,0,737,9345,Kolkata,Banglore,24/05/2019
IndiGo,8L,2942,SYX,4030,KMG,3382,0,738 737,6818,Delhi,Cochin,21/05/2019
Jet Airways,8L,2942,SZX,3374,LJG,4033,0,321,8040,Mumbai,Hyderabad,3/05/2019
Jet Airways,8L,2942,TAO,3390,WUH,3376,0,320,14300,Delhi,Cochin,12/06/2019
Multiple carriers,8L,2942,TCZ,7862,CTU,3395,0,737,13727,Delhi,Cochin,15/05/2019
Jet Airways,8L,2942,TCZ,7862,KMG,3382,0,737,7832,Banglore,New Delhi,21/03/2019
Multiple carriers,8L,2942,TNA,4108,KMG,3382,0,738,16259,Delhi,Cochin,9/03/2019
IndiGo,8L,2942,TSN,3368,CTU,3395,0,737,4823,Banglore,Delhi,27/06/2019
Jet Airways,8L,2942,TSN,3368,DLC,3404,0,737,16736,Banglore,New Delhi,06/03/2019
Air India,8L,2942,TYN,3369,HET,6345,0,321,13217,Kolkata,Banglore,6/06/2019
Multiple carriers,8L,2942,TYN,3369,KMG,3382,0,321,6637,Delhi,Cochin,27/03/2019
Jet Airways,8L,2942,TYN,3369,LJG,4033,0,319,10844,Kolkata,Banglore,9/06/2019
Multiple carriers,8L,2942,URC,3399,LHW,3378,0,737,8401,Delhi,Cochin,21/03/2019
SpiceJet,8L,2942,URC,3399,XNN,6366,0,738,3873,Kolkata,Banglore,12/04/2019
Jet Airways,8L,2942,WUH,3376,DLC,3404,0,737,12410,Delhi,Cochin,24/06/2019
Jet Airways,8L,2942,WUH,3376,KMG,3382,0,738 737 320,15129,Delhi,Cochin,18/05/2019
IndiGo,8L,2942,WUH,3376,LJG,4033,0,321,4423,Banglore,Delhi,1/05/2019
Jet Airways,8L,2942,WUH,3376,TAO,3390,0,321,16079,Delhi,Cochin,27/05/2019
Air India,8L,2942,XIY,3379,BAV,6346,0,738,15894,Kolkata,Banglore,6/06/2019
Multiple carriers,8L,2942,XIY,3379,KMG,3382,0,738,9103,Delhi,Cochin,15/05/2019
Air India,8L,2942,XIY,3379,LJG,4033,0,321,8991,Delhi,Cochin,12/06/2019
Air India,8L,2942,XMN,3383,KWL,3372,0,738,7893,Kolkata,Banglore,1/04/2019
IndiGo,8L,2942,XNN,6366,KMG,3382,0,738,4575,Mumbai,Hyderabad,3/03/2019
SpiceJet,8L,2942,XNN,6366,URC,3399,0,738,3873,Kolkata,Banglore,3/05/2019
Jet Airways,8L,2942,XUZ,4149,CKG,3393,0,738,7832,Banglore,New Delhi,21/03/2019
IndiGo,8L,2942,XUZ,4149,KWE,3394,0,319,3597,Chennai,Kolkata,1/05/2019
Jet Airways,8L,2942,YIC,9107,KMG,3382,0,738,13759,Kolkata,Banglore,24/03/2019
Jet Airways,8L,2942,YIC,9107,SHA,3391,0,738,7229,Banglore,Delhi,27/05/2019
SpiceJet,8L,2942,YIH,6361,KMG,3382,0,738,3873,Kolkata,Banglore,15/04/2019
Multiple carriers,8L,2942,YIH,6361,NGB,3387,0,738,9794,Delhi,Cochin,15/05/2019
Air India,8M,3432,BKK,3885,RGN,3239,0,320,6681,Delhi,Cochin,27/03/2019
IndiGo,8M,3432,CAN,3370,RGN,3239,0,320,4423,Banglore,Delhi,21/04/2019
Jet Airways,8M,3432,ICN,3930,RGN,3239,0,737 767,10844,Kolkata,Banglore,15/05/2019
IndiGo,8M,3432,KUL,3304,RGN,3239,0,320,7258,Delhi,Cochin,1/06/2019
Jet Airways,8M,3432,PNH,3034,RGN,3239,0,319,4995,Mumbai,Hyderabad,12/06/2019
Jet Airways,8M,3432,RGN,3239,BKK,3885,0,320,14924,Delhi,Cochin,9/06/2019
Vistara,8M,3432,RGN,3239,CAN,3370,0,320,6590,Banglore,New Delhi,15/03/2019
Jet Airways,8M,3432,RGN,3239,ICN,3930,0,737 767,10262,Delhi,Cochin,3/06/2019
SpiceJet,8M,3432,RGN,3239,KUL,3304,0,320,5515,Kolkata,Banglore,9/03/2019
Jet Airways,8M,3432,RGN,3239,PNH,3034,0,319,6643,Delhi,Cochin,27/03/2019
IndiGo,8M,3432,RGN,3239,SIN,3316,0,320,2754,Mumbai,Hyderabad,24/06/2019
IndiGo,8M,3432,SIN,3316,RGN,3239,0,320,6493,Delhi,Cochin,9/06/2019
IndiGo,8P,3856,QBC,6738,YAA,5457,0,BE1,6218,Kolkata,Banglore,24/05/2019
Air India,8P,3856,QBC,6738,YVR,156,0,BE1,10861,Delhi,Cochin,6/06/2019
IndiGo,8P,3856,YAA,5457,YVR,156,0,BE1,7094,Delhi,Cochin,6/03/2019
SpiceJet,8P,3856,YBL,30,YQQ,119,0,SF3 BE1,2227,Mumbai,Hyderabad,24/03/2019
Jet Airways,8P,3856,YBL,30,YVR,156,0,BE1,4544,Banglore,Delhi,21/04/2019
Air India,8P,3856,YBL,30,ZEL,7275,0,BE1,7664,Banglore,New Delhi,21/03/2019
Jet Airways,8P,3856,YKT,9747,ZEL,7275,0,DHP,8016,Banglore,Delhi,27/06/2019
Air Asia,8P,3856,YLW,87,YXC,164,0,BE1,3807,Kolkata,Banglore,27/05/2019
Air India,8P,3856,YPW,5523,YVR,156,0,BE1 SF3,12698,Delhi,Cochin,3/06/2019
Jet Airways,8P,3856,YQQ,119,YBL,30,0,BE1 SF3,8586,Kolkata,Banglore,24/05/2019
Jet Airways,8P,3856,YQQ,119,YVR,156,0,SF3 BE1,7064,Kolkata,Banglore,1/04/2019
IndiGo,8P,3856,YVR,156,QBC,6738,0,BE1,5601,Delhi,Cochin,9/06/2019
SpiceJet,8P,3856,YVR,156,YBL,30,0,BE1,7317,Delhi,Cochin,21/05/2019
Air India,8P,3856,YVR,156,YPW,5523,0,BE1 SF3,12797,Kolkata,Banglore,6/05/2019
IndiGo,8P,3856,YVR,156,YQQ,119,0,BE1 SF3,4226,Kolkata,Banglore,6/04/2019
Jet Airways,8P,3856,YVR,156,YWL,162,0,BE1,14151,Kolkata,Banglore,12/05/2019
IndiGo,8P,3856,YVR,156,YXC,164,0,BE1,6628,Delhi,Cochin,27/03/2019
IndiGo,8P,3856,YVR,156,YYJ,184,0,BE1,8033,Banglore,New Delhi,09/03/2019
Multiple carriers,8P,3856,YVR,156,YZT,200,0,SF3 BE1,11200,Delhi,Cochin,1/06/2019
IndiGo,8P,3856,YVR,156,YZZ,8223,0,SF3 BE1,4804,Kolkata,Banglore,24/06/2019
Air Asia,8P,3856,YVR,156,ZMT,5545,0,SF3,5192,Kolkata,Banglore,12/06/2019
Jet Airways,8P,3856,YWL,162,YVR,156,0,BE1,13014,Delhi,Cochin,12/06/2019
Jet Airways,8P,3856,YXC,164,YLW,87,0,BE1,10844,Kolkata,Banglore,21/05/2019
Multiple carriers,8P,3856,YXC,164,YVR,156,0,BE1,15603,Delhi,Cochin,6/03/2019
GoAir,8P,3856,YYJ,184,YVR,156,0,BE1,4239,Banglore,Delhi,3/04/2019
Jet Airways,8P,3856,YZT,200,YVR,156,0,SF3 BE1,13044,Kolkata,Banglore,12/06/2019
Jet Airways,8P,3856,YZT,200,ZEL,7275,0,SF3,12898,Delhi,Cochin,27/05/2019
SpiceJet,8P,3856,YZZ,8223,YVR,156,0,SF3 BE1,6013,Kolkata,Banglore,1/04/2019
Jet Airways,8P,3856,ZEL,7275,YBL,30,0,BE1,14781,Kolkata,Banglore,6/05/2019
Jet Airways,8P,3856,ZEL,7275,YKT,9747,0,DHP,12557,Delhi,Cochin,21/03/2019
Multiple carriers,8P,3856,ZEL,7275,YZT,200,0,SF3,13875,Delhi,Cochin,6/03/2019
Jet Airways,8P,3856,ZMT,5545,YVR,156,0,SF3,11507,Delhi,Cochin,15/06/2019
Air India,8Q,3788,ADA,1685,IST,1701,0,320,5510,Kolkata,Banglore,18/06/2019
GoAir,8Q,3788,ADB,1706,IST,1701,0,320,10198,Kolkata,Banglore,24/03/2019
Jet Airways,8Q,3788,AYT,1688,IST,1701,0,320,8355,Kolkata,Banglore,12/06/2019
Jet Airways,8Q,3788,AYT,1688,KZN,2990,0,321,8016,Banglore,Delhi,1/06/2019
IndiGo,8Q,3788,AYT,1688,SVO,2985,0,321,6314,Delhi,Cochin,27/05/2019
Air India,8Q,3788,BJV,4315,IST,1701,0,320,5831,Delhi,Cochin,9/03/2019
Jet Airways,8Q,3788,CDG,1382,IST,1701,0,320,10262,Delhi,Cochin,24/06/2019
Multiple carriers,8Q,3788,DIY,1722,IST,1701,0,320,15136,Delhi,Cochin,6/03/2019
Jet Airways,8Q,3788,DLM,1715,IST,1701,0,320,7832,Banglore,New Delhi,21/03/2019
SpiceJet,8Q,3788,ECN,5780,IST,1701,0,320,3859,Chennai,Kolkata,24/03/2019
IndiGo,8Q,3788,ERZ,1724,IST,1701,0,320,4174,Kolkata,Banglore,6/04/2019
Jet Airways,8Q,3788,EZS,1721,IST,1701,0,320,19225,Banglore,New Delhi,06/03/2019
IndiGo,8Q,3788,GNY,9044,IST,1701,0,320,10518,Delhi,Cochin,9/03/2019
IndiGo,8Q,3788,GZP,8266,IST,1701,0,320,4823,Banglore,Delhi,6/04/2019
Air India,8Q,3788,GZT,1689,IST,1701,0,320,7276,Banglore,New Delhi,24/03/2019
Multiple carriers,8Q,3788,IST,1701,ADA,1685,0,320,12192,Delhi,Cochin,9/06/2019
Air Asia,8Q,3788,IST,1701,ADB,1706,0,320,11410,Delhi,Cochin,1/06/2019
Air India,8Q,3788,IST,1701,AYT,1688,0,320,13033,Kolkata,Banglore,21/05/2019
Jet Airways,8Q,3788,IST,1701,BJV,4315,0,320,26890,Banglore,New Delhi,01/03/2019
IndiGo,8Q,3788,IST,1701,CDG,1382,0,320,4804,Kolkata,Banglore,27/06/2019
Jet Airways,8Q,3788,IST,1701,DIY,1722,0,320,10844,Kolkata,Banglore,15/05/2019
Air India,8Q,3788,IST,1701,DLM,1715,0,320,12436,Delhi,Cochin,12/06/2019
IndiGo,8Q,3788,IST,1701,ECN,5780,0,320,4823,Banglore,Delhi,21/06/2019
IndiGo,8Q,3788,IST,1701,ERZ,1724,0,320,2227,Mumbai,Hyderabad,3/06/2019
Jet Airways,8Q,3788,IST,1701,EZS,1721,0,320,10262,Delhi,Cochin,1/06/2019
Jet Airways,8Q,3788,IST,1701,GNY,9044,0,320,17024,Delhi,Cochin,3/03/2019
Jet Airways,8Q,3788,IST,1701,GZP,8266,0,320,9296,Delhi,Cochin,27/03/2019
Air India,8Q,3788,IST,1701,GZT,1689,0,320,6094,Delhi,Cochin,6/06/2019
Jet Airways,8Q,3788,IST,1701,MLX,1692,0,320,8586,Kolkata,Banglore,9/06/2019
Jet Airways,8Q,3788,IST,1701,ODS,2947,0,320,10919,Delhi,Cochin,15/06/2019
GoAir,8Q,3788,IST,1701,TZX,1726,0,320,9495,Kolkata,Banglore,9/06/2019
Jet Airways,8Q,3788,KZN,2990,AYT,1688,0,321,14714,Delhi,Cochin,12/06/2019
Air India,8Q,3788,MLX,1692,IST,1701,0,320,5201,Delhi,Cochin,24/06/2019
Air India,8Q,3788,ODS,2947,IST,1701,0,320,7090,Delhi,Cochin,27/03/2019
IndiGo,8Q,3788,SVO,2985,AYT,1688,0,321,4575,Mumbai,Hyderabad,15/05/2019
Multiple carriers,8Q,3788,TZX,1726,IST,1701,0,320,9646,Delhi,Cochin,15/05/2019
IndiGo,8R,5188,AEP,2442,MDQ,2508,0,SF3,5636,Delhi,Cochin,12/06/2019
Multiple carriers,8R,5188,AEP,2442,PRA,2439,0,SF3,9646,Delhi,Cochin,15/06/2019
Jet Airways,8R,5188,AEP,2442,ROS,2440,0,SF3,4050,Mumbai,Hyderabad,9/03/2019
Jet Airways,8R,5188,AEP,2442,SFN,2441,0,SF3,14714,Delhi,Cochin,9/06/2019
IndiGo,8R,5188,BHI,2501,MDQ,2508,0,SF3,4804,Kolkata,Banglore,18/06/2019
Jet Airways,8R,5188,BHI,2501,REL,2490,0,SF3,10577,Delhi,Cochin,9/06/2019
GoAir,8R,5188,BRC,2513,CRD,2487,0,SF3,3898,Banglore,Delhi,15/06/2019
Jet Airways,8R,5188,BRC,2513,EQS,2488,0,SF3,14571,Kolkata,Banglore,6/06/2019
Jet Airways,8R,5188,COR,2443,MDZ,2452,0,SF3,10919,Delhi,Cochin,15/06/2019
Jet Airways,8R,5188,COR,2443,ROS,2440,0,SF3,8016,Banglore,Delhi,18/06/2019
IndiGo,8R,5188,CRD,2487,NQN,2509,0,SF3,6287,Delhi,Cochin,21/03/2019
Air India,8R,5188,CRD,2487,REL,2490,0,SF3,8366,Kolkata,Banglore,6/06/2019
Jet Airways,8R,5188,CRD,2487,RGL,2496,0,SF3,15400,Delhi,Cochin,6/03/2019
Vistara,8R,5188,EQS,2488,BRC,2513,0,SF3,8553,Banglore,New Delhi,03/03/2019
SpiceJet,8R,5188,EQS,2488,CRD,2487,0,SF3,3841,Kolkata,Banglore,9/04/2019
Air India,8R,5188,MDQ,2508,AEP,2442,0,SF3,10021,Delhi,Cochin,9/04/2019
SpiceJet,8R,5188,MDQ,2508,BHI,2501,0,SF3,3597,Chennai,Kolkata,24/06/2019
IndiGo,8R,5188,MDZ,2452,COR,2443,0,SF3,4332,Chennai,Kolkata,24/05/2019
GoAir,8R,5188,MDZ,2452,NQN,2509,0,SF3,3898,Banglore,Delhi,21/06/2019
Jet Airways,8R,5188,NQN,2509,CRD,2487,0,SF3,21375,Mumbai,Hyderabad,6/03/2019
Vistara,8R,5188,NQN,2509,MDZ,2452,0,SF3,8610,Kolkata,Banglore,6/06/2019
IndiGo,8R,5188,PDP,6777,ROS,2440,0,SF3,4804,Kolkata,Banglore,15/06/2019
Air India,8R,5188,PRA,2439,AEP,2442,0,SF3,13591,Delhi,Cochin,1/06/2019
Jet Airways,8R,5188,REL,2490,BHI,2501,0,SF3,14781,Kolkata,Banglore,6/05/2019
Jet Airways,8R,5188,REL,2490,BRC,2513,0,SF3,9134,Banglore,New Delhi,15/03/2019
Air India,8R,5188,REL,2490,CRD,2487,0,SF3,10493,Delhi,Cochin,9/06/2019
Jet Airways,8R,5188,REL,2490,EQS,2488,0,SF3,8147,Banglore,New Delhi,24/03/2019
SpiceJet,8R,5188,RGA,2495,RGL,2496,0,SF3,3873,Kolkata,Banglore,21/06/2019
Jet Airways,8R,5188,RGL,2496,CRD,2487,0,SF3,14571,Kolkata,Banglore,9/06/2019
Air India,8R,5188,RGL,2496,RGA,2495,0,SF3,11003,Banglore,New Delhi,03/03/2019
Jet Airways,8R,5188,RGL,2496,USH,2497,0,SF3,10262,Delhi,Cochin,3/06/2019
Jet Airways,8R,5188,ROS,2440,AEP,2442,0,SF3,12719,Delhi,Cochin,21/03/2019
Jet Airways,8R,5188,ROS,2440,COR,2443,0,SF3,10262,Delhi,Cochin,24/06/2019
Air India,8R,5188,ROS,2440,PDP,6777,0,SF3,7171,Banglore,Delhi,21/06/2019
SpiceJet,8R,5188,SFN,2441,AEP,2442,0,SF3,4423,Banglore,Delhi,27/04/2019
Multiple carriers,8T,68,YFJ,7277,YZF,196,0,DHT,12616,Delhi,Cochin,9/03/2019
Air India,8T,68,YFS,60,YZF,196,0,DHT,12970,Delhi,Cochin,1/06/2019
Jet Airways,8T,68,YLE,5463,YZF,196,0,DHT,14914,Kolkata,Banglore,24/03/2019
Jet Airways,8T,68,YRA,5526,YZF,196,0,DHT,3210,Mumbai,Hyderabad,6/05/2019
GoAir,8T,68,YSG,5511,YZF,196,0,DHT,4632,Banglore,Delhi,21/04/2019
Jet Airways,8T,68,YZF,196,YFJ,7277,0,DHT,12373,Delhi,Cochin,9/05/2019
IndiGo,8T,68,YZF,196,YFS,60,0,DHT,4804,Kolkata,Banglore,15/06/2019
Multiple carriers,8T,68,YZF,196,YLE,5463,0,DHT,21829,Delhi,Cochin,3/03/2019
Multiple carriers,8T,68,YZF,196,YRA,5526,0,DHT,13587,Delhi,Cochin,1/06/2019
Jet Airways,8T,68,YZF,196,YSG,5511,0,DHT,12819,Delhi,Cochin,27/06/2019
Air Asia,8U,32,AKF,1153,BEN,1154,0,320,6151,Delhi,Cochin,27/03/2019
Jet Airways,8U,32,AMM,2170,BEN,1154,0,320,8016,Banglore,Delhi,1/06/2019
Multiple carriers,8U,32,AMM,2170,TIP,1157,0,332 320,15135,Delhi,Cochin,6/03/2019
IndiGo,8U,32,BEN,1154,AKF,1153,0,320,6794,Delhi,Cochin,21/05/2019
Vistara,8U,32,BEN,1154,AMM,2170,0,320,8610,Kolkata,Banglore,15/05/2019
Air India,8U,32,BEN,1154,CAI,1128,0,320,12723,Kolkata,Banglore,18/05/2019
Air India,8U,32,BEN,1154,CMN,1074,0,320,7662,Kolkata,Banglore,6/06/2019
Multiple carriers,8U,32,BEN,1154,IST,1701,0,320,14343,Delhi,Cochin,9/03/2019
Multiple carriers,8U,32,BEN,1154,JED,2072,0,320,6795,Delhi,Cochin,1/06/2019
SpiceJet,8U,32,BEN,1154,MRA,5804,0,320,3873,Kolkata,Banglore,9/05/2019
IndiGo,8U,32,BEN,1154,TIP,1157,0,320 319 332,2754,Mumbai,Hyderabad,12/06/2019
Air India,8U,32,BEN,1154,TUN,287,0,319 320,16666,Mumbai,Hyderabad,6/03/2019
